S.N.,Date,Traded Companies,Ticker,No. Of Transaction,High,Low,Close,Traded Shares,Amount,Open,Difference Rs.
1420,1/23/2018,Nepal Life Insurance Co. Ltd.,NLIC,162,1785,1760,1784,3915,6950324,1772,"12.00 
                                            
"
1421,1/24/2018,Nepal Life Insurance Co. Ltd.,NLIC,84,1790,1752,1770,2697,4776700,1784,"-14.00 
                                             
"
1422,1/25/2018,Nepal Life Insurance Co. Ltd.,NLIC,120,1787,1752,1787,5208,9233379,1770,"17.00 
                                            
"
1423,1/28/2018,Nepal Life Insurance Co. Ltd.,NLIC,192,1790,1775,1783,10157,18088390,1787,"-4.00 
                                             
"
1424,1/29/2018,Nepal Life Insurance Co. Ltd.,NLIC,144,1790,1760,1790,8420,14990193,1783,"7.00 
                                            
"
1425,1/31/2018,Nepal Life Insurance Co. Ltd.,NLIC,170,1805,1772,1800,12346,22162696,1790,"10.00 
                                            
"
1426,2/1/2018,Nepal Life Insurance Co. Ltd.,NLIC,149,1807,1790,1795,12673,22798635,1800,"-5.00 
                                             
"
1427,2/4/2018,Nepal Life Insurance Co. Ltd.,NLIC,125,1809,1780,1786,6757,12088342,1795,"-9.00 
                                             
"
1428,2/5/2018,Nepal Life Insurance Co. Ltd.,NLIC,87,1785,1760,1760,6366,11299806,1786,"-26.00 
                                             
"
1429,2/6/2018,Nepal Life Insurance Co. Ltd.,NLIC,57,1790,1760,1770,3639,6441358,1760,"10.00 
                                            
"
1430,2/7/2018,Nepal Life Insurance Co. Ltd.,NLIC,82,1800,1755,1760,5222,9232393,1770,"-10.00 
                                             
"
1431,2/8/2018,Nepal Life Insurance Co. Ltd.,NLIC,80,1774,1750,1772,5713,10047921,1760,"12.00 
                                            
"
1432,2/11/2018,Nepal Life Insurance Co. Ltd.,NLIC,117,1799,1771,1775,5402,9603405,1772,"3.00 
                                            
"
1433,2/12/2018,Nepal Life Insurance Co. Ltd.,NLIC,77,1790,1760,1780,3513,6223237,1775,"5.00 
                                            
"
1434,2/14/2018,Nepal Life Insurance Co. Ltd.,NLIC,121,1780,1769,1780,6807,12079160,1780,"0.00 
                                            
"
1435,2/15/2018,Nepal Life Insurance Co. Ltd.,NLIC,231,1824,1785,1824,16723,30134646,1780,"44.00 
                                            
"
1436,2/18/2018,Nepal Life Insurance Co. Ltd.,NLIC,224,1859,1790,1791,10168,18406725,1824,"-33.00 
                                             
"
1437,2/20/2018,Nepal Life Insurance Co. Ltd.,NLIC,80,1820,1768,1775,5142,9144623,1791,"-16.00 
                                             
"
1438,2/21/2018,Nepal Life Insurance Co. Ltd.,NLIC,66,1779,1760,1772,5174,9155394,1775,"-3.00 
                                             
"
1439,2/22/2018,Nepal Life Insurance Co. Ltd.,NLIC,155,1775,1760,1762,10141,17927566,1772,"-10.00 
                                             
"
1440,2/25/2018,Nepal Life Insurance Co. Ltd.,NLIC,109,1769,1753,1763,6252,10992270,1762,"1.00 
                                            
"
1441,2/26/2018,Nepal Life Insurance Co. Ltd.,NLIC,909,1834,1775,1784,58624,105686753,1763,"21.00 
                                            
"
1442,2/27/2018,Nepal Life Insurance Co. Ltd.,NLIC,502,1805,1780,1790,37488,67105568,1784,"6.00 
                                            
"
1443,2/28/2018,Nepal Life Insurance Co. Ltd.,NLIC,306,1795,1770,1775,23815,42437628,1790,"-15.00 
                                             
"
1444,3/4/2018,Nepal Life Insurance Co. Ltd.,NLIC,343,1770,1716,1719,19666,33983535,1775,"-56.00 
                                             
"
1445,3/5/2018,Nepal Life Insurance Co. Ltd.,NLIC,234,1756,1707,1722,13716,23673449,1719,"3.00 
                                            
"
1446,3/6/2018,Nepal Life Insurance Co. Ltd.,NLIC,266,1745,1695,1737,14783,25368777,1722,"15.00 
                                            
"
1447,3/7/2018,Nepal Life Insurance Co. Ltd.,NLIC,265,1780,1730,1780,16443,28835520,1737,"43.00 
                                            
"
1448,3/11/2018,Nepal Life Insurance Co. Ltd.,NLIC,311,1770,1710,1720,14587,25235856,1780,"-60.00 
                                             
"
1449,3/12/2018,Nepal Life Insurance Co. Ltd.,NLIC,148,1740,1712,1725,8586,14798469,1720,"5.00 
                                            
"
1450,3/13/2018,Nepal Life Insurance Co. Ltd.,NLIC,190,1728,1719,1720,12871,22163039,1725,"-5.00 
                                             
"
1451,3/14/2018,Nepal Life Insurance Co. Ltd.,NLIC,113,1735,1706,1725,6097,10520926,1720,"5.00 
                                            
"
1452,3/15/2018,Nepal Life Insurance Co. Ltd.,NLIC,107,1734,1723,1725,5405,9340589,1725,"0.00 
                                            
"
1453,3/18/2018,Nepal Life Insurance Co. Ltd.,NLIC,313,1734,1720,1724,15278,26375092,1725,"-1.00 
                                             
"
1454,3/19/2018,Nepal Life Insurance Co. Ltd.,NLIC,339,1733,1705,1715,17936,30743801,1724,"-9.00 
                                             
"
1455,3/20/2018,Nepal Life Insurance Co. Ltd.,NLIC,413,1724,1676,1680,15928,26878021,1715,"-35.00 
                                             
"
1456,3/21/2018,Nepal Life Insurance Co. Ltd.,NLIC,373,1695,1613,1618,21234,34676354,1680,"-62.00 
                                             
"
1457,3/22/2018,Nepal Life Insurance Co. Ltd.,NLIC,449,1629,1550,1600,29839,47148978,1618,"-18.00 
                                             
"
1458,3/26/2018,Nepal Life Insurance Co. Ltd.,NLIC,620,1570,1529,1545,35774,55303461,1600,"-55.00 
                                             
"
1459,3/27/2018,Nepal Life Insurance Co. Ltd.,NLIC,1053,1614,1477,1585,66436,101138565,1545,"40.00 
                                            
"
1460,3/28/2018,Nepal Life Insurance Co. Ltd.,NLIC,317,1149,1072,1100,20701,22944015,1116,"-16.00 
                                             
"
1461,3/29/2018,Nepal Life Insurance Co. Ltd.,NLIC,178,1111,1092,1100,13637,15021522,1100,"0.00 
                                            
"
1462,4/1/2018,Nepal Life Insurance Co. Ltd.,NLIC,204,1110,1035,1056,12778,13570660,1100,"-44.00 
                                             
"
1463,4/2/2018,Nepal Life Insurance Co. Ltd.,NLIC,123,1060,1040,1050,10088,10569574,1056,"-6.00 
                                             
"
1464,4/3/2018,Nepal Life Insurance Co. Ltd.,NLIC,138,1050,1025,1040,8133,8463542,1050,"-10.00 
                                             
"
1465,4/4/2018,Nepal Life Insurance Co. Ltd.,NLIC,91,1080,1048,1075,6687,7083794,1040,"35.00 
                                            
"
1466,4/5/2018,Nepal Life Insurance Co. Ltd.,NLIC,242,1120,1080,1120,20534,22662174,1075,"45.00 
                                            
"
1467,4/8/2018,Nepal Life Insurance Co. Ltd.,NLIC,292,1194,1120,1172,18891,21924427,1120,"52.00 
                                            
"
1468,4/9/2018,Nepal Life Insurance Co. Ltd.,NLIC,311,1215,1160,1176,18592,22185489,1172,"4.00 
                                            
"
1469,4/10/2018,Nepal Life Insurance Co. Ltd.,NLIC,163,1190,1156,1165,8285,9704674,1176,"-11.00 
                                             
"
1470,4/11/2018,Nepal Life Insurance Co. Ltd.,NLIC,109,1170,1144,1156,6941,8008240,1165,"-9.00 
                                             
"
1471,4/12/2018,Nepal Life Insurance Co. Ltd.,NLIC,117,1175,1150,1155,6778,7863072,1156,"-1.00 
                                             
"
1472,4/15/2018,Nepal Life Insurance Co. Ltd.,NLIC,108,1159,1127,1156,6084,6958139,1155,"1.00 
                                            
"
1473,4/16/2018,Nepal Life Insurance Co. Ltd.,NLIC,127,1180,1151,1180,11100,13013871,1156,"24.00 
                                            
"
1474,4/17/2018,Nepal Life Insurance Co. Ltd.,NLIC,222,1215,1186,1209,25734,31032939,1180,"29.00 
                                            
"
1475,4/18/2018,Nepal Life Insurance Co. Ltd.,NLIC,184,1227,1190,1200,17273,20919382,1209,"-9.00 
                                             
"
1476,4/19/2018,Nepal Life Insurance Co. Ltd.,NLIC,195,1209,1190,1200,14460,17367198,1200,"0.00 
                                            
"
1477,4/22/2018,Nepal Life Insurance Co. Ltd.,NLIC,220,1240,1205,1230,29712,36110149,1200,"30.00 
                                            
"
1478,4/23/2018,Nepal Life Insurance Co. Ltd.,NLIC,322,1254,1200,1215,30002,37039707,1230,"-15.00 
                                             
"
1479,4/24/2018,Nepal Life Insurance Co. Ltd.,NLIC,164,1222,1185,1200,21906,26320272,1215,"-15.00 
                                             
"
1480,4/25/2018,Nepal Life Insurance Co. Ltd.,NLIC,148,1224,1180,1189,10745,12796616,1200,"-11.00 
                                             
"
1481,4/26/2018,Nepal Life Insurance Co. Ltd.,NLIC,138,1190,1160,1165,11725,13706907,1189,"-24.00 
                                             
"
1482,4/29/2018,Nepal Life Insurance Co. Ltd.,NLIC,74,1185,1140,1166,3457,4032946,1165,"1.00 
                                            
"
1483,5/2/2018,Nepal Life Insurance Co. Ltd.,NLIC,76,1166,1153,1165,4002,4635917,1166,"-1.00 
                                             
"
1484,5/3/2018,Nepal Life Insurance Co. Ltd.,NLIC,121,1200,1160,1180,16037,18913399,1165,"15.00 
                                            
"
1485,5/6/2018,Nepal Life Insurance Co. Ltd.,NLIC,100,1185,1160,1164,13273,15547323,1180,"-16.00 
                                             
"
1486,5/7/2018,Nepal Life Insurance Co. Ltd.,NLIC,86,1164,1146,1160,12737,14667420,1164,"-4.00 
                                             
"
1487,5/8/2018,Nepal Life Insurance Co. Ltd.,NLIC,136,1180,1155,1178,20714,24000480,1160,"18.00 
                                            
"
1488,5/9/2018,Nepal Life Insurance Co. Ltd.,NLIC,94,1187,1164,1170,13244,15618032,1178,"-8.00 
                                             
"
1489,5/10/2018,Nepal Life Insurance Co. Ltd.,NLIC,137,1171,1161,1166,19108,22265187,1170,"-4.00 
                                             
"
1490,5/14/2018,Nepal Life Insurance Co. Ltd.,NLIC,158,1175,1160,1160,7480,8711428,1166,"-6.00 
                                             
"
1491,5/15/2018,Nepal Life Insurance Co. Ltd.,NLIC,28,1165,1154,1155,3650,4224140,1160,"-5.00 
                                             
"
1492,5/16/2018,Nepal Life Insurance Co. Ltd.,NLIC,36,1165,1150,1150,5503,6345314,1155,"-5.00 
                                             
"
1493,5/17/2018,Nepal Life Insurance Co. Ltd.,NLIC,80,1163,1150,1155,7062,8159485,1150,"5.00 
                                            
"
1494,5/20/2018,Nepal Life Insurance Co. Ltd.,NLIC,72,1175,1158,1159,4510,5249751,1155,"4.00 
                                            
"
1495,5/21/2018,Nepal Life Insurance Co. Ltd.,NLIC,56,1165,1146,1156,2461,2839635,1159,"-3.00 
                                             
"
1496,5/22/2018,Nepal Life Insurance Co. Ltd.,NLIC,50,1167,1150,1153,6341,7320525,1156,"-3.00 
                                             
"
1497,5/23/2018,Nepal Life Insurance Co. Ltd.,NLIC,63,1154,1145,1146,2028,2333455,1153,"-7.00 
                                             
"
1498,5/24/2018,Nepal Life Insurance Co. Ltd.,NLIC,42,1160,1141,1146,1907,2191682,1146,"0.00 
                                            
"
1499,5/27/2018,Nepal Life Insurance Co. Ltd.,NLIC,70,1147,1125,1126,3567,4036284,1146,"-20.00 
                                             
"
1500,5/28/2018,Nepal Life Insurance Co. Ltd.,NLIC,67,1155,1110,1150,9520,10795588,1126,"24.00 
                                            
"
1501,5/29/2018,Nepal Life Insurance Co. Ltd.,NLIC,71,1170,1140,1143,3826,4402985,1150,"-7.00 
                                             
"
1502,5/30/2018,Nepal Life Insurance Co. Ltd.,NLIC,49,1175,1141,1145,2997,3455195,1143,"2.00 
                                            
"
1503,5/31/2018,Nepal Life Insurance Co. Ltd.,NLIC,80,1150,1128,1131,11368,12871983,1145,"-14.00 
                                             
"
1504,6/3/2018,Nepal Life Insurance Co. Ltd.,NLIC,128,1132,1080,1098,15490,17173763,1131,"-33.00 
                                             
"
1505,6/4/2018,Nepal Life Insurance Co. Ltd.,NLIC,146,1122,1070,1075,11276,12225998,1098,"-23.00 
                                             
"
1506,6/6/2018,Nepal Life Insurance Co. Ltd.,NLIC,77,1125,1096,1096,7135,7873713,1075,"21.00 
                                            
"
1507,6/7/2018,Nepal Life Insurance Co. Ltd.,NLIC,229,1101,1062,1065,14101,15125816,1096,"-31.00 
                                             
"
1508,6/10/2018,Nepal Life Insurance Co. Ltd.,NLIC,233,1080,1030,1031,16240,16838518,1065,"-34.00 
                                             
"
1509,6/11/2018,Nepal Life Insurance Co. Ltd.,NLIC,148,1054,1010,1035,7335,7575294,1031,"4.00 
                                            
"
1510,6/12/2018,Nepal Life Insurance Co. Ltd.,NLIC,198,1048,1015,1031,23114,23658375,1035,"-4.00 
                                             
"
1511,6/13/2018,Nepal Life Insurance Co. Ltd.,NLIC,89,1035,1012,1029,12941,13275118,1031,"-2.00 
                                             
"
1512,6/14/2018,Nepal Life Insurance Co. Ltd.,NLIC,145,1044,1022,1025,10065,10354525,1029,"-4.00 
                                             
"
1513,6/17/2018,Nepal Life Insurance Co. Ltd.,NLIC,106,1030,1010,1017,4576,4650455,1025,"-8.00 
                                             
"
1514,6/18/2018,Nepal Life Insurance Co. Ltd.,NLIC,101,1019,1003,1014,5741,5787713,1017,"-3.00 
                                             
"
1515,6/19/2018,Nepal Life Insurance Co. Ltd.,NLIC,99,1015,1006,1007,5671,5722480,1014,"-7.00 
                                             
"
1516,6/20/2018,Nepal Life Insurance Co. Ltd.,NLIC,126,1005,1000,1005,9066,9071663,1007,"-2.00 
                                             
"
1517,6/21/2018,Nepal Life Insurance Co. Ltd.,NLIC,78,1012,992,1007,3717,3723463,1005,"2.00 
                                            
"
1518,6/24/2018,Nepal Life Insurance Co. Ltd.,NLIC,85,1027,1008,1014,3134,3187491,1007,"7.00 
                                            
"
1519,6/25/2018,Nepal Life Insurance Co. Ltd.,NLIC,74,1014,1000,1003,3444,3460183,1014,"-11.00 
                                             
"
1520,6/26/2018,Nepal Life Insurance Co. Ltd.,NLIC,106,1010,996,1000,6322,6349851,1003,"-3.00 
                                             
"
1521,6/27/2018,Nepal Life Insurance Co. Ltd.,NLIC,79,1009,995,1000,5014,5017080,1000,"0.00 
                                            
"
1522,6/28/2018,Nepal Life Insurance Co. Ltd.,NLIC,97,1010,990,997,4015,4014885,1000,"-3.00 
                                             
"
